,customer_id,basket,date_of_purchase
418,C3,"[{'product_id': 'P33', 'price': 874}, {'product_id': 'P30', 'price': 1439}]",2019-02-13 21:58:00
419,C135,"[{'product_id': 'P61', 'price': 563}, {'product_id': 'P62', 'price': 1734}, {'product_id': 'P62', 'price': 1761}]",2019-02-12 18:00:00
420,C132,"[{'product_id': 'P26', 'price': 1175}, {'product_id': 'P28', 'price': 1998}, {'product_id': 'P29', 'price': 1362}]",2019-02-12 23:57:00
421,C118,"[{'product_id': 'P54', 'price': 30}, {'product_id': 'P59', 'price': 613}, {'product_id': 'P56', 'price': 21}]",2019-02-12 03:38:00
422,C114,"[{'product_id': 'P27', 'price': 361}, {'product_id': 'P25', 'price': 514}]",2019-02-12 20:42:00
423,C112,"[{'product_id': 'P48', 'price': 229}]",2019-02-12 13:41:00
424,C108,"[{'product_id': 'P59', 'price': 806}, {'product_id': 'P44', 'price': 118}, {'product_id': 'P41', 'price': 1844}]",2019-02-12 08:14:00
425,C95,"[{'product_id': 'P47', 'price': 1448}, {'product_id': 'P42', 'price': 423}, {'product_id': 'P57', 'price': 1099}]",2019-02-12 05:43:00
426,C88,"[{'product_id': 'P51', 'price': 1983}, {'product_id': 'P44', 'price': 1449}]",2019-02-12 20:58:00
427,C83,"[{'product_id': 'P54', 'price': 104}]",2019-02-12 21:26:00
428,C81,"[{'product_id': 'P05', 'price': 1373}, {'product_id': 'P08', 'price': 55}]",2019-02-12 04:40:00
429,C73,"[{'product_id': 'P33', 'price': 743}, {'product_id': 'P25', 'price': 1556}, {'product_id': 'P29', 'price': 586}]",2019-02-12 22:23:00
430,C72,"[{'product_id': 'P61', 'price': 1084}, {'product_id': 'P64', 'price': 1024}]",2019-02-12 19:34:00
431,C58,"[{'product_id': 'P59', 'price': 464}, {'product_id': 'P46', 'price': 1563}, {'product_id': 'P42', 'price': 732}]",2019-02-12 16:48:00
432,C57,"[{'product_id': 'P22', 'price': 1712}, {'product_id': 'P28', 'price': 1542}, {'product_id': 'P33', 'price': 983}]",2019-02-12 04:14:00
433,C56,"[{'product_id': 'P62', 'price': 1930}, {'product_id': 'P61', 'price': 512}]",2019-02-12 04:40:00
434,C54,"[{'product_id': 'P64', 'price': 17}]",2019-02-12 03:52:00
435,C51,"[{'product_id': 'P27', 'price': 865}, {'product_id': 'P28', 'price': 792}, {'product_id': 'P32', 'price': 1880}]",2019-02-12 17:18:00
436,C48,"[{'product_id': 'P61', 'price': 1671}, {'product_id': 'P61', 'price': 552}]",2019-02-12 16:18:00
437,C44,"[{'product_id': 'P38', 'price': 1191}, {'product_id': 'P38', 'price': 1429}, {'product_id': 'P35', 'price': 1946}]",2019-02-12 13:19:00
438,C30,"[{'product_id': 'P43', 'price': 1730}, {'product_id': 'P47', 'price': 1220}]",2019-02-12 18:38:00
439,C29,"[{'product_id': 'P22', 'price': 630}, {'product_id': 'P31', 'price': 788}]",2019-02-12 09:34:00
440,C28,"[{'product_id': 'P55', 'price': 1274}]",2019-02-12 23:43:00
441,C23,"[{'product_id': 'P62', 'price': 104}, {'product_id': 'P64', 'price': 706}]",2019-02-12 11:41:00
442,C19,"[{'product_id': 'P03', 'price': 340}]",2019-02-12 06:15:00
443,C4,"[{'product_id': 'P34', 'price': 435}, {'product_id': 'P24', 'price': 158}, {'product_id': 'P32', 'price': 1681}]",2019-02-12 07:02:00
444,C137,"[{'product_id': 'P64', 'price': 930}, {'product_id': 'P62', 'price': 1859}, {'product_id': 'P64', 'price': 829}]",2019-02-11 03:31:00
445,C136,"[{'product_id': 'P22', 'price': 2000}, {'product_id': 'P31', 'price': 490}]",2019-02-11 04:00:00
446,C135,"[{'product_id': 'P38', 'price': 448}]",2019-02-11 10:26:00
447,C133,"[{'product_id': 'P45', 'price': 862}, {'product_id': 'P48', 'price': 576}]",2019-02-11 16:40:00
448,C125,"[{'product_id': 'P23', 'price': 1239}, {'product_id': 'P29', 'price': 1756}, {'product_id': 'P25', 'price': 264}]",2019-02-11 19:19:00
449,C124,"[{'product_id': 'P45', 'price': 1345}, {'product_id': 'P60', 'price': 1966}, {'product_id': 'P41', 'price': 36}]",2019-02-11 18:57:00
450,C122,"[{'product_id': 'P25', 'price': 692}, {'product_id': 'P34', 'price': 1004}]",2019-02-11 14:55:00
451,C114,"[{'product_id': 'P52', 'price': 295}, {'product_id': 'P52', 'price': 1805}]",2019-02-11 11:51:00
452,C108,"[{'product_id': 'P03', 'price': 512}, {'product_id': 'P05', 'price': 790}, {'product_id': 'P01', 'price': 703}]",2019-02-11 21:24:00
453,C96,"[{'product_id': 'P37', 'price': 988}]",2019-02-11 16:28:00
454,C91,"[{'product_id': 'P25', 'price': 1966}, {'product_id': 'P27', 'price': 381}, {'product_id': 'P22', 'price': 484}]",2019-02-11 19:47:00
455,C73,"[{'product_id': 'P11', 'price': 1374}]",2019-02-11 09:02:00
456,C66,"[{'product_id': 'P41', 'price': 1830}, {'product_id': 'P55', 'price': 215}, {'product_id': 'P47', 'price': 34}]",2019-02-11 18:58:00
457,C65,"[{'product_id': 'P24', 'price': 720}, {'product_id': 'P27', 'price': 131}, {'product_id': 'P25', 'price': 1881}]",2019-02-11 09:11:00
458,C60,"[{'product_id': 'P38', 'price': 885}, {'product_id': 'P37', 'price': 1551}, {'product_id': 'P37', 'price': 1726}]",2019-02-11 07:04:00
459,C56,"[{'product_id': 'P40', 'price': 485}, {'product_id': 'P39', 'price': 1848}, {'product_id': 'P35', 'price': 1988}]",2019-02-11 06:50:00
460,C55,"[{'product_id': 'P63', 'price': 1424}, {'product_id': 'P62', 'price': 605}]",2019-02-11 14:44:00
461,C45,"[{'product_id': 'P62', 'price': 1922}, {'product_id': 'P63', 'price': 1421}, {'product_id': 'P61', 'price': 913}]",2019-02-11 18:26:00
462,C39,"[{'product_id': 'P47', 'price': 517}]",2019-02-11 10:24:00
463,C38,"[{'product_id': 'P54', 'price': 1094}]",2019-02-11 03:01:00
464,C36,"[{'product_id': 'P35', 'price': 970}]",2019-02-11 18:08:00
465,C31,"[{'product_id': 'P03', 'price': 1068}, {'product_id': 'P02', 'price': 1532}, {'product_id': 'P05', 'price': 635}]",2019-02-11 14:09:00
466,C30,"[{'product_id': 'P27', 'price': 771}, {'product_id': 'P27', 'price': 244}]",2019-02-11 18:15:00
467,C29,"[{'product_id': 'P40', 'price': 1442}, {'product_id': 'P40', 'price': 1523}]",2019-02-11 03:04:00
468,C26,"[{'product_id': 'P31', 'price': 525}, {'product_id': 'P24', 'price': 676}]",2019-02-11 22:01:00
469,C13,"[{'product_id': 'P19', 'price': 1192}, {'product_id': 'P15', 'price': 132}]",2019-02-11 09:24:00
470,C137,"[{'product_id': 'P61', 'price': 1082}]",2019-02-10 21:57:00
471,C117,"[{'product_id': 'P36', 'price': 387}, {'product_id': 'P40', 'price': 1383}, {'product_id': 'P39', 'price': 1163}]",2019-02-10 05:36:00
472,C115,"[{'product_id': 'P28', 'price': 933}, {'product_id': 'P33', 'price': 1234}, {'product_id': 'P34', 'price': 1898}]",2019-02-10 22:03:00
473,C108,"[{'product_id': 'P03', 'price': 1398}, {'product_id': 'P11', 'price': 1388}]",2019-02-10 12:28:00
474,C102,"[{'product_id': 'P41', 'price': 1108}, {'product_id': 'P53', 'price': 1205}, {'product_id': 'P52', 'price': 134}]",2019-02-10 04:47:00
475,C96,"[{'product_id': 'P62', 'price': 1985}]",2019-02-10 14:07:00
476,C93,"[{'product_id': 'P45', 'price': 1654}, {'product_id': 'P58', 'price': 561}]",2019-02-10 03:48:00
477,C88,"[{'product_id': 'P54', 'price': 1336}, {'product_id': 'P54', 'price': 1450}, {'product_id': 'P43', 'price': 1314}]",2019-02-10 15:22:00
478,C83,"[{'product_id': 'P60', 'price': 838}, {'product_id': 'P56', 'price': 1001}]",2019-02-10 11:02:00
479,C81,"[{'product_id': 'P63', 'price': 509}, {'product_id': 'P62', 'price': 1375}]",2019-02-10 19:22:00
480,C68,"[{'product_id': 'P43', 'price': 988}, {'product_id': 'P52', 'price': 146}, {'product_id': 'P51', 'price': 1826}]",2019-02-10 22:32:00
481,C66,"[{'product_id': 'P64', 'price': 229}, {'product_id': 'P63', 'price': 687}, {'product_id': 'P63', 'price': 1511}]",2019-02-10 09:49:00
482,C64,"[{'product_id': 'P26', 'price': 213}]",2019-02-10 22:16:00
483,C56,"[{'product_id': 'P36', 'price': 836}]",2019-02-10 03:41:00
484,C51,"[{'product_id': 'P62', 'price': 1975}, {'product_id': 'P63', 'price': 1960}, {'product_id': 'P62', 'price': 874}]",2019-02-10 10:34:00
485,C44,"[{'product_id': 'P35', 'price': 611}]",2019-02-10 06:51:00
486,C42,"[{'product_id': 'P35', 'price': 845}, {'product_id': 'P38', 'price': 394}, {'product_id': 'P40', 'price': 829}]",2019-02-10 17:34:00
487,C37,"[{'product_id': 'P28', 'price': 1123}, {'product_id': 'P34', 'price': 370}, {'product_id': 'P24', 'price': 479}]",2019-02-10 22:17:00
488,C36,"[{'product_id': 'P28', 'price': 1085}, {'product_id': 'P22', 'price': 1318}]",2019-02-10 06:45:00
489,C29,"[{'product_id': 'P39', 'price': 1909}, {'product_id': 'P38', 'price': 1330}, {'product_id': 'P38', 'price': 1292}]",2019-02-10 22:34:00
490,C28,"[{'product_id': 'P44', 'price': 137}, {'product_id': 'P49', 'price': 460}]",2019-02-10 12:11:00
491,C26,"[{'product_id': 'P38', 'price': 1512}, {'product_id': 'P40', 'price': 900}, {'product_id': 'P38', 'price': 1655}]",2019-02-10 23:02:00
492,C20,"[{'product_id': 'P31', 'price': 75}, {'product_id': 'P24', 'price': 1608}]",2019-02-10 08:35:00
493,C13,"[{'product_id': 'P35', 'price': 246}]",2019-02-10 16:53:00
494,C5,"[{'product_id': 'P12', 'price': 1185}]",2019-02-10 06:08:00
495,C4,"[{'product_id': 'P23', 'price': 1193}, {'product_id': 'P24', 'price': 1983}]",2019-02-10 18:03:00
496,C134,"[{'product_id': 'P31', 'price': 153}, {'product_id': 'P31', 'price': 742}]",2019-02-09 22:37:00
497,C129,"[{'product_id': 'P35', 'price': 1264}, {'product_id': 'P38', 'price': 425}]",2019-02-09 13:32:00
498,C127,"[{'product_id': 'P05', 'price': 87}, {'product_id': 'P05', 'price': 1632}]",2019-02-09 12:12:00
499,C114,"[{'product_id': 'P44', 'price': 1534}, {'product_id': 'P48', 'price': 1541}]",2019-02-09 02:55:00
500,C98,"[{'product_id': 'P35', 'price': 457}, {'product_id': 'P35', 'price': 1396}, {'product_id': 'P36', 'price': 1236}]",2019-02-09 07:23:00
501,C91,"[{'product_id': 'P08', 'price': 1238}, {'product_id': 'P06', 'price': 1524}, {'product_id': 'P10', 'price': 1212}]",2019-02-09 08:46:00
502,C75,"[{'product_id': 'P25', 'price': 931}, {'product_id': 'P34', 'price': 1733}, {'product_id': 'P25', 'price': 1614}]",2019-02-09 21:47:00
503,C68,"[{'product_id': 'P29', 'price': 231}, {'product_id': 'P27', 'price': 1493}, {'product_id': 'P34', 'price': 1016}]",2019-02-09 18:41:00
504,C67,"[{'product_id': 'P52', 'price': 1666}]",2019-02-09 21:27:00
505,C62,"[{'product_id': 'P64', 'price': 1584}, {'product_id': 'P61', 'price': 1686}]",2019-02-09 15:57:00
506,C61,"[{'product_id': 'P33', 'price': 739}, {'product_id': 'P25', 'price': 1814}, {'product_id': 'P31', 'price': 458}]",2019-02-09 15:09:00
507,C60,"[{'product_id': 'P38', 'price': 679}, {'product_id': 'P40', 'price': 1183}, {'product_id': 'P37', 'price': 145}]",2019-02-09 13:59:00
508,C41,"[{'product_id': 'P33', 'price': 1290}]",2019-02-09 15:33:00
509,C39,"[{'product_id': 'P60', 'price': 406}, {'product_id': 'P51', 'price': 184}, {'product_id': 'P43', 'price': 1915}]",2019-02-09 14:34:00
510,C30,"[{'product_id': 'P26', 'price': 139}, {'product_id': 'P23', 'price': 1102}]",2019-02-09 03:58:00
511,C28,"[{'product_id': 'P44', 'price': 946}]",2019-02-09 18:06:00
512,C27,"[{'product_id': 'P26', 'price': 1370}, {'product_id': 'P22', 'price': 636}, {'product_id': 'P27', 'price': 860}]",2019-02-09 04:09:00
513,C25,"[{'product_id': 'P42', 'price': 1376}, {'product_id': 'P46', 'price': 709}]",2019-02-09 15:17:00
514,C23,"[{'product_id': 'P64', 'price': 1169}]",2019-02-09 04:19:00
515,C16,"[{'product_id': 'P32', 'price': 721}, {'product_id': 'P31', 'price': 149}]",2019-02-09 10:51:00
516,C13,"[{'product_id': 'P38', 'price': 288}, {'product_id': 'P38', 'price': 880}]",2019-02-09 23:27:00
517,C8,"[{'product_id': 'P43', 'price': 1378}]",2019-02-09 07:33:00
518,C134,"[{'product_id': 'P39', 'price': 582}, {'product_id': 'P35', 'price': 339}]",2019-02-08 10:01:00
519,C129,"[{'product_id': 'P60', 'price': 1260}]",2019-02-08 14:12:00
520,C127,"[{'product_id': 'P63', 'price': 1644}]",2019-02-08 22:32:00
521,C125,"[{'product_id': 'P34', 'price': 1088}, {'product_id': 'P24', 'price': 1629}]",2019-02-08 20:19:00
522,C106,"[{'product_id': 'P25', 'price': 136}]",2019-02-08 03:48:00
523,C92,"[{'product_id': 'P22', 'price': 373}, {'product_id': 'P26', 'price': 1909}, {'product_id': 'P25', 'price': 1055}]",2019-02-08 10:55:00
524,C89,"[{'product_id': 'P46', 'price': 1686}]",2019-02-08 03:29:00
525,C83,"[{'product_id': 'P54', 'price': 1344}]",2019-02-08 16:18:00
526,C74,"[{'product_id': 'P56', 'price': 891}, {'product_id': 'P48', 'price': 946}]",2019-02-08 22:55:00
527,C69,"[{'product_id': 'P13', 'price': 74}, {'product_id': 'P21', 'price': 1584}]",2019-02-08 04:43:00
528,C65,"[{'product_id': 'P23', 'price': 136}, {'product_id': 'P24', 'price': 617}]",2019-02-08 04:42:00
529,C64,"[{'product_id': 'P31', 'price': 800}, {'product_id': 'P22', 'price': 265}]",2019-02-08 05:05:00
530,C62,"[{'product_id': 'P64', 'price': 1743}, {'product_id': 'P61', 'price': 1419}]",2019-02-08 22:48:00
531,C58,"[{'product_id': 'P54', 'price': 1382}]",2019-02-08 10:46:00
532,C56,"[{'product_id': 'P64', 'price': 1090}]",2019-02-08 06:47:00
533,C51,"[{'product_id': 'P33', 'price': 1401}, {'product_id': 'P34', 'price': 126}, {'product_id': 'P29', 'price': 830}]",2019-02-08 17:27:00
534,C47,"[{'product_id': 'P19', 'price': 1188}]",2019-02-08 09:20:00
535,C45,"[{'product_id': 'P64', 'price': 1721}]",2019-02-08 03:41:00
536,C43,"[{'product_id': 'P23', 'price': 1094}]",2019-02-08 17:23:00
537,C41,"[{'product_id': 'P38', 'price': 1648}, {'product_id': 'P39', 'price': 439}, {'product_id': 'P35', 'price': 1026}]",2019-02-08 08:54:00
538,C38,"[{'product_id': 'P40', 'price': 1178}]",2019-02-08 03:26:00
539,C32,"[{'product_id': 'P04', 'price': 787}, {'product_id': 'P09', 'price': 1576}, {'product_id': 'P06', 'price': 1136}]",2019-02-08 19:10:00
540,C25,"[{'product_id': 'P61', 'price': 381}, {'product_id': 'P63', 'price': 1066}, {'product_id': 'P62', 'price': 580}]",2019-02-08 20:37:00
541,C17,"[{'product_id': 'P32', 'price': 1595}]",2019-02-08 21:33:00
542,C11,"[{'product_id': 'P23', 'price': 1734}]",2019-02-08 11:11:00
543,C10,"[{'product_id': 'P62', 'price': 157}, {'product_id': 'P61', 'price': 281}, {'product_id': 'P63', 'price': 151}]",2019-02-08 22:02:00
544,C8,"[{'product_id': 'P40', 'price': 1122}, {'product_id': 'P37', 'price': 1504}, {'product_id': 'P37', 'price': 1723}]",2019-02-08 23:42:00
545,C5,"[{'product_id': 'P03', 'price': 1287}]",2019-02-08 16:06:00
546,C131,"[{'product_id': 'P23', 'price': 1207}]",2019-02-07 17:31:00
547,C127,"[{'product_id': 'P63', 'price': 781}, {'product_id': 'P62', 'price': 342}, {'product_id': 'P61', 'price': 1196}]",2019-02-07 14:19:00
548,C120,"[{'product_id': 'P28', 'price': 1912}, {'product_id': 'P25', 'price': 1933}]",2019-02-07 12:00:00
549,C114,"[{'product_id': 'P29', 'price': 691}, {'product_id': 'P27', 'price': 129}, {'product_id': 'P33', 'price': 964}]",2019-02-07 11:09:00
550,C109,"[{'product_id': 'P39', 'price': 148}]",2019-02-07 05:47:00
551,C95,"[{'product_id': 'P63', 'price': 869}, {'product_id': 'P64', 'price': 1181}, {'product_id': 'P62', 'price': 1543}]",2019-02-07 17:11:00
552,C92,"[{'product_id': 'P32', 'price': 1007}]",2019-02-07 05:59:00
553,C67,"[{'product_id': 'P61', 'price': 985}, {'product_id': 'P62', 'price': 1614}, {'product_id': 'P63', 'price': 454}]",2019-02-07 14:04:00
554,C64,"[{'product_id': 'P29', 'price': 1013}]",2019-02-07 17:02:00
555,C60,"[{'product_id': 'P39', 'price': 727}, {'product_id': 'P37', 'price': 385}]",2019-02-07 22:22:00
556,C57,"[{'product_id': 'P28', 'price': 37}]",2019-02-07 14:48:00
557,C55,"[{'product_id': 'P64', 'price': 989}, {'product_id': 'P62', 'price': 953}, {'product_id': 'P61', 'price': 1522}]",2019-02-07 22:25:00
558,C53,"[{'product_id': 'P42', 'price': 1727}]",2019-02-07 13:48:00
559,C52,"[{'product_id': 'P58', 'price': 1152}, {'product_id': 'P58', 'price': 1402}]",2019-02-07 09:28:00
560,C48,"[{'product_id': 'P61', 'price': 1201}, {'product_id': 'P64', 'price': 1882}]",2019-02-07 15:37:00
561,C42,"[{'product_id': 'P35', 'price': 481}, {'product_id': 'P36', 'price': 52}, {'product_id': 'P37', 'price': 1255}]",2019-02-07 05:54:00
562,C32,"[{'product_id': 'P51', 'price': 1436}, {'product_id': 'P42', 'price': 1953}, {'product_id': 'P54', 'price': 688}]",2019-02-07 13:05:00
563,C28,"[{'product_id': 'P49', 'price': 40}, {'product_id': 'P47', 'price': 1335}, {'product_id': 'P58', 'price': 807}]",2019-02-07 03:45:00
564,C24,"[{'product_id': 'P48', 'price': 944}, {'product_id': 'P60', 'price': 162}, {'product_id': 'P48', 'price': 1422}]",2019-02-07 22:08:00
565,C15,"[{'product_id': 'P18', 'price': 1998}, {'product_id': 'P16', 'price': 153}]",2019-02-07 17:10:00
566,C13,"[{'product_id': 'P27', 'price': 857}]",2019-02-07 17:32:00
567,C11,"[{'product_id': 'P54', 'price': 1321}, {'product_id': 'P47', 'price': 1506}, {'product_id': 'P58', 'price': 160}]",2019-02-07 11:56:00
568,C9,"[{'product_id': 'P59', 'price': 1063}, {'product_id': 'P59', 'price': 1534}, {'product_id': 'P48', 'price': 897}]",2019-02-07 11:16:00
569,C131,"[{'product_id': 'P31', 'price': 900}]",2019-02-06 06:00:00
570,C129,"[{'product_id': 'P35', 'price': 971}, {'product_id': 'P40', 'price': 1055}]",2019-02-06 06:20:00
571,C124,"[{'product_id': 'P48', 'price': 1766}, {'product_id': 'P50', 'price': 1869}, {'product_id': 'P51', 'price': 447}]",2019-02-06 22:13:00
572,C122,"[{'product_id': 'P32', 'price': 1217}, {'product_id': 'P22', 'price': 1292}]",2019-02-06 05:46:00
573,C104,"[{'product_id': 'P25', 'price': 231}, {'product_id': 'P27', 'price': 1196}, {'product_id': 'P28', 'price': 1814}]",2019-02-06 18:14:00
574,C99,"[{'product_id': 'P33', 'price': 1240}, {'product_id': 'P34', 'price': 1399}, {'product_id': 'P32', 'price': 440}]",2019-02-06 07:35:00
575,C87,"[{'product_id': 'P35', 'price': 338}]",2019-02-06 21:49:00
576,C84,"[{'product_id': 'P38', 'price': 264}, {'product_id': 'P39', 'price': 3}]",2019-02-06 07:34:00
577,C83,"[{'product_id': 'P35', 'price': 1395}, {'product_id': 'P40', 'price': 1170}, {'product_id': 'P40', 'price': 761}]",2019-02-06 13:56:00
578,C81,"[{'product_id': 'P63', 'price': 758}, {'product_id': 'P62', 'price': 1430}]",2019-02-06 09:01:00
579,C77,"[{'product_id': 'P10', 'price': 1284}]",2019-02-06 08:49:00
580,C76,"[{'product_id': 'P49', 'price': 287}, {'product_id': 'P55', 'price': 351}]",2019-02-06 18:43:00
581,C65,"[{'product_id': 'P40', 'price': 1473}, {'product_id': 'P38', 'price': 1365}, {'product_id': 'P38', 'price': 56}]",2019-02-06 20:47:00
582,C64,"[{'product_id': 'P32', 'price': 297}]",2019-02-06 19:25:00
583,C57,"[{'product_id': 'P28', 'price': 1709}, {'product_id': 'P28', 'price': 99}, {'product_id': 'P25', 'price': 1430}]",2019-02-06 18:33:00
584,C44,"[{'product_id': 'P36', 'price': 802}]",2019-02-06 13:38:00
585,C42,"[{'product_id': 'P36', 'price': 600}]",2019-02-06 18:57:00
586,C27,"[{'product_id': 'P34', 'price': 167}, {'product_id': 'P29', 'price': 243}, {'product_id': 'P34', 'price': 1657}]",2019-02-06 13:16:00
587,C26,"[{'product_id': 'P38', 'price': 292}, {'product_id': 'P39', 'price': 1567}]",2019-02-06 17:03:00
588,C21,"[{'product_id': 'P27', 'price': 46}]",2019-02-06 08:51:00
589,C19,"[{'product_id': 'P08', 'price': 1342}]",2019-02-06 07:46:00
590,C18,"[{'product_id': 'P24', 'price': 121}]",2019-02-06 19:58:00
591,C13,"[{'product_id': 'P26', 'price': 1244}, {'product_id': 'P29', 'price': 779}]",2019-02-06 10:21:00
592,C9,"[{'product_id': 'P10', 'price': 586}, {'product_id': 'P09', 'price': 1857}]",2019-02-06 04:23:00
593,C3,"[{'product_id': 'P25', 'price': 383}]",2019-02-06 05:33:00
594,C1,"[{'product_id': 'P35', 'price': 590}]",2019-02-06 19:36:00
595,C129,"[{'product_id': 'P48', 'price': 1671}, {'product_id': 'P45', 'price': 1808}, {'product_id': 'P53', 'price': 1916}]",2019-02-05 04:46:00
596,C125,"[{'product_id': 'P29', 'price': 556}, {'product_id': 'P30', 'price': 1398}, {'product_id': 'P31', 'price': 49}]",2019-02-05 21:10:00
597,C121,"[{'product_id': 'P28', 'price': 1637}, {'product_id': 'P27', 'price': 177}, {'product_id': 'P32', 'price': 506}]",2019-02-05 05:35:00
598,C117,"[{'product_id': 'P22', 'price': 628}]",2019-02-05 06:09:00
599,C114,"[{'product_id': 'P04', 'price': 544}, {'product_id': 'P10', 'price': 1356}]",2019-02-05 09:04:00
600,C111,"[{'product_id': 'P43', 'price': 845}]",2019-02-05 17:17:00
601,C109,"[{'product_id': 'P55', 'price': 1922}, {'product_id': 'P53', 'price': 1383}, {'product_id': 'P52', 'price': 1191}]",2019-02-05 04:29:00
602,C101,"[{'product_id': 'P22', 'price': 1521}]",2019-02-05 11:34:00
603,C99,"[{'product_id': 'P53', 'price': 505}, {'product_id': 'P59', 'price': 1943}, {'product_id': 'P48', 'price': 1598}]",2019-02-05 06:46:00
604,C92,"[{'product_id': 'P22', 'price': 1200}]",2019-02-05 10:36:00
605,C86,"[{'product_id': 'P35', 'price': 132}]",2019-02-05 21:58:00
606,C84,"[{'product_id': 'P35', 'price': 926}]",2019-02-05 08:09:00
607,C71,"[{'product_id': 'P31', 'price': 1612}, {'product_id': 'P28', 'price': 358}, {'product_id': 'P32', 'price': 1566}]",2019-02-05 09:11:00
608,C70,"[{'product_id': 'P34', 'price': 1979}]",2019-02-05 12:14:00
609,C64,"[{'product_id': 'P30', 'price': 147}]",2019-02-05 08:39:00
610,C44,"[{'product_id': 'P35', 'price': 1697}]",2019-02-05 09:00:00
611,C43,"[{'product_id': 'P28', 'price': 1178}, {'product_id': 'P27', 'price': 1948}, {'product_id': 'P25', 'price': 839}]",2019-02-05 09:34:00
612,C42,"[{'product_id': 'P37', 'price': 767}, {'product_id': 'P36', 'price': 105}]",2019-02-05 20:58:00
613,C41,"[{'product_id': 'P29', 'price': 1490}]",2019-02-05 03:39:00
614,C40,"[{'product_id': 'P46', 'price': 962}]",2019-02-05 08:22:00
615,C37,"[{'product_id': 'P19', 'price': 328}, {'product_id': 'P15', 'price': 1435}, {'product_id': 'P16', 'price': 1421}]",2019-02-05 15:20:00
616,C36,"[{'product_id': 'P38', 'price': 655}]",2019-02-05 21:58:00
617,C35,"[{'product_id': 'P38', 'price': 730}, {'product_id': 'P40', 'price': 1547}, {'product_id': 'P38', 'price': 1679}]",2019-02-05 20:11:00
618,C34,"[{'product_id': 'P51', 'price': 841}, {'product_id': 'P53', 'price': 543}]",2019-02-05 18:47:00
619,C31,"[{'product_id': 'P64', 'price': 87}]",2019-02-05 23:14:00
620,C18,"[{'product_id': 'P63', 'price': 1526}]",2019-02-05 17:47:00
621,C11,"[{'product_id': 'P63', 'price': 1474}, {'product_id': 'P64', 'price': 1978}, {'product_id': 'P62', 'price': 963}]",2019-02-05 13:24:00
622,C130,"[{'product_id': 'P27', 'price': 1413}, {'product_id': 'P27', 'price': 959}, {'product_id': 'P23', 'price': 1939}]",2019-02-04 19:50:00
623,C125,"[{'product_id': 'P23', 'price': 1052}, {'product_id': 'P29', 'price': 204}]",2019-02-04 15:53:00
624,C124,"[{'product_id': 'P46', 'price': 565}, {'product_id': 'P57', 'price': 875}, {'product_id': 'P46', 'price': 1868}]",2019-02-04 14:34:00
625,C117,"[{'product_id': 'P54', 'price': 734}, {'product_id': 'P57', 'price': 1282}, {'product_id': 'P47', 'price': 668}]",2019-02-04 21:14:00
626,C112,"[{'product_id': 'P07', 'price': 1412}]",2019-02-04 13:27:00
627,C109,"[{'product_id': 'P37', 'price': 562}]",2019-02-04 18:40:00
628,C108,"[{'product_id': 'P42', 'price': 1249}, {'product_id': 'P41', 'price': 1237}]",2019-02-04 20:15:00
629,C105,"[{'product_id': 'P62', 'price': 1500}, {'product_id': 'P61', 'price': 1834}, {'product_id': 'P61', 'price': 347}]",2019-02-04 14:18:00
630,C104,"[{'product_id': 'P27', 'price': 104}, {'product_id': 'P28', 'price': 1630}, {'product_id': 'P32', 'price': 675}]",2019-02-04 09:26:00
631,C103,"[{'product_id': 'P08', 'price': 972}]",2019-02-04 09:14:00
632,C85,"[{'product_id': 'P61', 'price': 1134}, {'product_id': 'P61', 'price': 503}]",2019-02-04 19:04:00
633,C82,"[{'product_id': 'P24', 'price': 1214}]",2019-02-04 12:11:00
634,C70,"[{'product_id': 'P23', 'price': 1668}, {'product_id': 'P24', 'price': 663}]",2019-02-04 13:23:00
635,C68,"[{'product_id': 'P56', 'price': 840}, {'product_id': 'P59', 'price': 1044}]",2019-02-04 06:18:00
636,C66,"[{'product_id': 'P34', 'price': 1683}, {'product_id': 'P30', 'price': 200}]",2019-02-04 05:13:00
637,C61,"[{'product_id': 'P22', 'price': 398}]",2019-02-04 15:16:00
638,C55,"[{'product_id': 'P61', 'price': 1939}, {'product_id': 'P62', 'price': 1110}, {'product_id': 'P64', 'price': 1384}]",2019-02-04 22:26:00
639,C49,"[{'product_id': 'P30', 'price': 1819}, {'product_id': 'P31', 'price': 1166}, {'product_id': 'P26', 'price': 1104}]",2019-02-04 23:55:00
640,C35,"[{'product_id': 'P11', 'price': 1722}]",2019-02-04 12:18:00
641,C33,"[{'product_id': 'P40', 'price': 1218}, {'product_id': 'P36', 'price': 724}]",2019-02-04 09:17:00
642,C31,"[{'product_id': 'P62', 'price': 529}]",2019-02-04 21:23:00
643,C30,"[{'product_id': 'P25', 'price': 135}]",2019-02-04 06:38:00
644,C27,"[{'product_id': 'P22', 'price': 161}, {'product_id': 'P23', 'price': 1611}, {'product_id': 'P30', 'price': 1510}]",2019-02-04 20:10:00
645,C25,"[{'product_id': 'P48', 'price': 1275}, {'product_id': 'P53', 'price': 1753}, {'product_id': 'P53', 'price': 605}]",2019-02-04 06:01:00
646,C23,"[{'product_id': 'P64', 'price': 1373}, {'product_id': 'P61', 'price': 1314}]",2019-02-04 17:28:00
